"url"	"title"	"company_name"	"company_score"	"description"	"time_posted"	"metadata"	"date_scraped"	"city"	"page"
"https://www.indeed.com/viewjob?jk=5901fbd81e3119f4"	"Senior Data Scientist"	"American Nurses Association, Inc"	"45 reviews"	"Business Unit: American Nurses Credentialing Center Department: Measurement Services Salary Grade: 14 Employee Referral Bonus Amount: $500.00 TO APPLY: Apply online or email resume to chet.reisler@ana.orgKey technical expert, accountable for exam performance and psychometrics, resolution of data issues, and research addressing ANCC strategic goals. Leads efforts and provides consultation for MS staff to resolve data problems and establish data quality standards; develops presentations and publications for departments, Board of Directors, Commission on Certification, and other stakeholders; and proposes resources to support MS research activity. Serves as an expert in test development, scoring, research, and quantitative analyses. Develops software applications, programming, and syntax for report generation, statistical analyses, and graphic representations. Conducts quality assurance on scores, item functioning, and psychometric properties of exams. Drafts research reports. Ensures validity, reliability, and psychometric soundness of certification exams, using established industry and best practices.DUTIES:Conduct ongoing analysis of data systems. Review data management plans, revisions, and specifications and provide feedback. Plan and lead research (e.g., job analysis, validation, survey sampling, speededness and readability, test security, calibration, equating) to enhance exam performance, customer services, and product line as well as inform strategic planning. Monitor and evaluate item performance, differential item functioning, item drift, and exam psychometrics. Program for advanced statistical analyses using software programs (e.g., SAS, SPSS, Winsteps, R, SQL). Create and implement report generation, data collection, and sampling plans; develop conceptual frameworks for research and analyses; and recommend and adapt analytical and statistical methods. Identify strategies to generate useful feedback for examinees. Draw conclusions from research and make recommendations. Provide results, conclusions, and visuals and present to internal and external stakeholders (e.g., Executive Leadership, Boards of Directors, Commissions/Councils, program staff, governmental agencies, members of credentialed organizations). Travel as needed to deliver presentations at various venues or to meet with potential or current stakeholders. Plan and lead test development activities (e.g., standard setting, item and exam performance, exam field testing, form building). Facilitate focus groups, prepare meeting materials, review materials created by colleagues, analyze data, and write technical research reports and summaries. Coordinate with colleagues, subject matter experts, and vendors. Ensure compliance with industry best practice and accreditation requirements of ANCC certification programs. Maintain all necessary documentation in support of accreditation requirements. Establish data quality standards in collaboration with program staff. Troubleshoot issues and data errors. Consult with program staff on data preparation and data coding problems and assist in developing means for correcting the problems. Propose tools and resources to support research activity and enhance data system operations. Collaborate with ANA IT staff to evaluate and implement potential enhancements, to resolve quality assurance issues, and to ensure data systems are operational. Perform functional, cost-benefit, and risk analysis to support design changes. Assess risks and recommend mitigation strategies. Perform other duties as assigned to support the department’s objectives and strategic goals.QUALIFICATIONS REQUIREDEducationMaster’s degree (Ph.D. preferred) in industrial-organizational (I/O) psychology, testing and measurement, psychometrics, mathematics, research and statistics, or related field, with emphasis on quantitative analyses.Related Work ExperienceFive years of professional experience. Two years of assessment development, psychometrics, data management and analyses, and technical report writing.SkillsResearch design and completion Data collection, utilization, validation, security Data management and visualization Advanced data analysis (e.g., scaling and equating [CTT or IRT], simulation, sampling) Choosing and applying appropriate analysis techniques Test construction, development of alternative items, and test validation Meeting facilitation Oral and written communication Advanced use of office computer software (e.g., Microsoft Word, Excel, PowerPoint) and database and statistical software (e.g., SAS, SPSS, R, SQL) Analytical thinking Technical documentation and report writing Producing concise, high-level summaries and briefings to non-technical audiences Identifying and using emerging technologies"	NA	"character(0)"	2018-10-15	"Washington%2C+DC"	30
"https://www.indeed.com/viewjob?jk=cd1a2c83ec95023e"	"Systems Analyst/Data Scientist"	"Radiant Solutions"	"24 reviews"	"Responsibilities Got a head for numbers? Like turning real world problems into mathematical representations and checking to see if you did it right? If you like that, you’ll love developing algorithms with us! Our customers have some of the most interesting needs and hardest challenges to resolve. Our solutions require integrated models based on large and varied datasets. Our simulations feed analytic applications so that we can extract patterns and behaviors obscured within the data. We need systems analysts/data scientists of all experience levels to staff positions supporting the defense and intelligence communities. Radiant Solutions is currently staffing multiple projects with analysts who have diverse backgrounds and experiences from the open source, defense and intelligence communities, and commercial industry. Note: US citizenship and an active TS/SCI clearance is mandatory for this position and required for consideration. Why us?We build advanced algorithms to gain analytic insights from imagery and geospatial data.We enable machine learning systems, automate workflow, and design and develop custom applications for unique national-security missionsWe provide training to expand your skills and challenges to develop themOur client’s missions are vital to national security, so we’re mission-first alwaysOur work environment is relaxed business casualBecause at our core we believe and practice social responsibility. Qualifications You have to have these: - US citizenship and an active TS/SCI clearance - if you have a current polygraph, even betterBachelor's degree, or higher in Engineering, Math, Physics, Computer Science, or equivalentDevelopment experience in a Linux/Unix/Windows environmentExperience in at least one of these languages: R, VBA, Java, C++, SQL, PythonExperience developing and testing modelsCapability to work effectively in a geographically distributed development team We’d really like it if you had:Master’s degree, or higher in Engineering, Math, Physics, Computer Science, or equivalentGraduate experience working with probabilistic and stochastic statistical analysis or computational intelligenceExperience conducting model feasibility research and algorithm development for machine learningExperience with distributed datasets and experience analyzing both relational and NoSQL data structuresLeading and mentoring small teams from project inception through deploymentExperience working in an Agile environment, especially SAFe #cjpost Overview Join our company whose purpose is to help national security and commercial organizations understand and navigate our changing planet. Radiant Solutions provides multi-source data collection, enrichment, and analytic capabilities that reveal unique geospatial information and insights where and when it matters most. No other company has such strong roots in geospatial with our level of scale and a strong commercial mindset. We are well known for delivering innovative capabilities across the entire geospatial intelligence value chain. Our combined team of over 1,000 aerospace engineers, geospatial analysts, weather and ocean experts, software developers, data scientists, and DevOps engineers apply disruptive technologies and our unique intellectual property to both national security and commercial problems. We offer an excellent comprehensive benefits package including medical, dental, life, and short/long-term disability insurance, vacation and sick leave, 401(k) retirement plan, flexible spending account, and tuition assistance. Radiant Solutions values diversity in the workplace and is an equal opportunity/affirmative action employer. All qualified applicants will receive consideration for employment without regard to sex, gender identity, sexual orientation, race, color, religion, national origin, disability, protected veteran status, age, or any other characteristic protected by law."	NA	"character(0)"	2018-10-15	"Washington%2C+DC"	30
"https://www.indeed.com/viewjob?jk=cce2551bd3997441"	"Data Scientist"	"Radiant Solutions"	"24 reviews"	"Responsibilities Radiant Solutions is growing and we are looking for motivated data evangelists who are passionate about delivering new and innovative solutions for our customers. The ideal candidate needs limited direction, is passionate about technology and is curious about earth sensing and the new space economy. We are seeking a data scientist for our applied modeling team. You will be applying the latest machine learning techniques to extract insights from geospatial data. You will have access to an enormous corpus of training data and will work to build the best models through bake-offs, hyperparameter searching, and incremental learning techniques. You will quantitatively assess model performance and document the overall life-cycle. You will work with other members of the data science and engineering teams to improve data science products and experiences. Additionally, you will be developing rapid prototype solutions as needed for the focused collection, parsing, managing, analyzing, and visualizing large sets of disparate data to extract meaningful insights.Qualifications 2-5 years experience designing, implementing, training, evaluating, and optimizing algorithms based on state-of-the-art machine learning techniques Experience with applying deep learning for computer vision and natural language processing. Experience with major deep learning framework such as Caffe, CNTK, Theano, Torch, and Tensorflow. TS/SCI with active poly #cjpost Overview Join our company whose purpose is to help national security and commercial organizations understand and navigate our changing planet. Radiant Solutions provides multi-source data collection, enrichment, and analytic capabilities that reveal unique geospatial information and insights where and when it matters most. We are a new organization but no company has such strong roots in geospatial with our level of scale and a strong commercial mindset. Our heritage companies, MDA Information Systems, RadiantBlue, DigitalGlobe Intelligence Solutions, and HumanGeo are well known for delivering innovative capabilities across the entire geospatial intelligence value chain. Our combined team of over 1,000 aerospace engineers, geospatial analysts, weather and ocean experts, software developers, data scientists, and DevOps engineers apply disruptive technology and our unique intellectual property to both national security and commercial problems. We offer an excellent comprehensive benefits package including medical, dental, life, and short/long-term disability insurance, vacation and sick leave, 401(k) retirement plan, flexible spending account, and tuition assistance. Radiant Solutions values diversity in the work place and is an Equal Opportunity Employer."	NA	"character(0)"	2018-10-15	"Washington%2C+DC"	30
"https://www.indeed.com/viewjob?jk=d85de6a45ca9f5b7"	"Data Analytics Specialist"	"PCAOB"	"15 reviews"	"PCAOB oversees the audit of public companies and SEC registered brokers and dealers in order to protect investors and further public interest in the preparation of informative, accurate and independent audit reports.Play a significant role in PCAOB's increasing focus on data analytics, using predictive data analytics to improve the effectiveness and efficiency of our inspection process and continuous monitoring. The individual in this role will work closely with other divisions, inspection teams, data scientists, key management and collaborate with the IT Division.Qualifications for this role:Eligible to work in the US without sponsorship now or in the futureBachelor's Degree in Math, Computer Science, Information Management, Statistics or related fieldMinimum of 7 years experience in a relevant role, understanding of relational databases and associated query/extraction languagesKnowledge of Python and/or R, SAS and SQLStrong organizational, time management skills, a team playerAbility to build credibility, solve problems quickly and communicate clearlyDemonstrated ability to think strategically, including the ability to translate long-term goals and objectives into short-term tactical plans and operational activitiesJob Type: Full-timeExperience:data analysis, quantitative: 7 years (Required)Python, and/or R, SAS and SQL: 5 years (Required)Education:Bachelor's (Required)Location:Washington, DC (Required)Work authorization:United States (Required)"	"11 days ago"	"character(0)"	2018-10-15	"Washington%2C+DC"	30
"https://www.indeed.com/viewjob?jk=8c79e4209aef0df3"	"c(\"Applied Data Scientist, Enterprise\", \"Responsibilities\", \"Competencies\", \"The following would be advantageous, but isn't essential\")"	"Improbable"	"-"	"Our Purpose Improbable builds world-leading simulation technology that helps resolve previously impossible problems. Our technology platforms enable the creation of enormous virtual worlds for training and highly accurate \"system of systems” simulations of complex real-world scenarios to facilitate better decision-making. The Enterprise division of Improbable was formed in 2015. It seeks to create an Optimized World, where simulations of unprecedented scale and complexity provide insights into all of the most important problems faced by businesses and governments. The decisions based on this work will make a safer, more efficient and more prosperous world. This process is enabled by distributed computation and the abundance of data generated by the digitization of the physical world. We believe that these huge simulations will be the next fundamental technology of our time. You can read more about our story here. Our US engineering office is located in Arlington, VA Your Mission We are building a new data science and machine learning capability to enable our customers to better understand their most challenging problems. Our applied data scientists are delivery focused, working in diverse technical teams to design, build, deploy and evaluate data models. Our simulations are currently solving problems in industries as diverse as telecoms, urban planning and governance, training and more. We’ve already built a team of 15 highly experienced engineers, and scientists; now we’re moving onto the next chapter of our growth. We offer competitive salaries, full benefits, training, progression, equity and a chance to be a \"founder\" of a strategically important new office. Overview of our products here You can read about the engineering culture of the division here. Responsibilities Work closely with our customers to develop a strategy to extract the maximum possible value from the available data Leverage the Python Data Science ecosystem to create prototypes, pipelines and visualizations to help our customers make better decisions. We also use R when necessary. Be involved throughout customer interaction from project scoping to final delivery Critically assess the type and quality of customer data and work with them to appreciate their toughest problems Work independently or with our research team to develop a modelling strategy to sit at the core of a data-led simulation-based approach to problem solving Take ownership of ensuring and demonstrating the reliability of the models that we create Additionally you will drive thought leadership within the company and help our clients to understand their data needs and design their data strategies. This involves keeping up-to-date with a diverse body of cutting-edge research, designing and prototyping pioneering new technical approaches and rapidly developing expertise in new subject areas to support new bids and projects. Competencies Strong background and experience in delivery of technical, data-rich projects ideally for external clients. Degree in a scientific or mathematical field, ideally with a computational element Pragmatic coding ability - with fluency in at least one relevant programming language and the openness to learn and adapt to a variety of languages. We mainly use Python, Pandas and many related tools and libraries. Enthusiastic about continuously improving and rapidly developing new competencies. The following would be advantageous, but isn't essential Working with large data sets and big-data technologies such as Spark Bayesian methods Effectively communicating and visualising analysis of rich data sets Probabilistic programming Our office is currently located in Arlington, VA with client sites across N. Virginia Equal Opportunity The best ideas are often the least expected and require new ways of thinking; that’s why our teams at Improbable are made up of an incredible range of talented people. Improbable is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex (including pregnancy, childbirth, related medical conditions and lactation), sexual orientation, gender identity, gender expression, national origin, marital status, age, protected veteran or disabled status, genetic information, or any other legally protected status."	NA	"character(0)"	2018-10-15	"Washington%2C+DC"	30
"https://www.indeed.com/viewjob?jk=f04c3588b31e3103"	"Data Scientist"	"Specialists On Call"	"15 reviews"	"CommissionAt SOC Telemed (“SOC”), it is our mission to partner with healthcare organizations to bring clinicians and patients together using innovative technologies to improve clinical care and patient outcomes in a measurable way. We are the nation’s most experienced and trusted provider of telemedicine solutions to acute hospitals. We are proud to be the first private telemedicine company to earn The Joint Commission’s Gold Seal of Approval and we have maintained that accreditation every year since 2006. To achieve our mission, we need to get the word out into the healthcare market about what we uniquely offer. This Data Scientist will work independently and apply modern data analytics techniques and develop analytical models. You will be part of SOC’s growth as the analytical engine and provide actionable insights to senior management and functional leadership. You will support SOC’s business decision-making and make a lasting impact on customer experience and patient outcomes. You thrive on teamwork in a fast paced, flexible, and dynamic environment. Everything you do demonstrates professionalism, reliability, resourcefulness, flexibility, and attention to detail, while always maintaining strict privacy of confidential data. You are never bored: there is always another skill to master, another question to ask. Your intellectual curiosity is boundless. This highly visible and impactful role is based in Reston, VA, where you will closely work with cross functional teams and directly report to the Manager of Analytics. Our Vision as an organization is to transform healthcare: come be a part of it. RESPONSIBILITIES: Discover patterns and solve strategic business problems using both structured and unstructured data sets across many environments Develop predictive models that drive better outcomes for customers, patients and SOC operations Collaborate with business owners, gather requirement, determine the best fitting method of analysis, translate and articulate analytical results, make recommendations with common sense approach to a non-technical business audience including executive management, internal staffs and external customers Train and mentor team members as needed Demonstrated ability and experience of analytical techniques and methodologies including supervised and unsupervised learning, regression modelling, data mining, and predictive modelling Demonstrated ability in advanced optimization techniques in the context of supply optimization Desired skills include programming in multiple languages (i.e. SQL, R, Python), working with large data sets, data collection, data normalization, and data visualization. Ability to demonstrate professionalism, reliability, resourcefulness, flexibility, and attention to detail, and to maintain strict privacy of confidential data Successful track record of thriving in a fast paced, flexible, and dynamic environment Ability to manage multiple, concurrent projects of varying size and scope and core team activities in a fast paced environment. Ability to set reasonable timeline to meet objectives and prioritize conflicting deadlines Energetic and enthusiastic self-starter comfortable taking the initiative to develop new levels of analytics Ability to build consensus, collaborate and motivate others SPECIFIC JOB KNOWLEDGE, SKILL AND ABILITY: The individual must possess the following knowledge, skills and abilities to be able to perform the essential functions of the job, with or without reasonable accommodation.Demonstrated ability and experience of analytical techniques and methodologies including supervised and unsupervised learning, regression modelling, data mining, and predictive modelling Demonstrated ability in advanced optimization techniques in the context of supply optimization Desired skills include programming in multiple languages (i.e. SQL, R, Python), working with large data sets, data collection, data normalization, and data visualization. Ability to demonstrate professionalism, reliability, resourcefulness, flexibility, and attention to detail, and to maintain strict privacy of confidential data Successful track record of thriving in a fast paced, flexible, and dynamic environment Ability to manage multiple, concurrent projects of varying size and scope and core team activities in a fast paced environment. Ability to set reasonable timeline to meet objectives and prioritize conflicting deadlines Energetic and enthusiastic self-starter comfortable taking the initiative to develop new levels of analytics Ability to build consensus, collaborate and motivate others Ability to work independently and collaboratively Requirements REQUIRED QUALIFICATIONS: A Master’s degree in Data Science, Civil Engineering or Statistics 1+ years of in data science, advanced analytics, predictive analytics and optimization experience Experience driving large analytic projects, research and programs to completion Benefits As part of its total compensation strategy, SOC provides its employees with a comprehensive benefits package. The benefits program is designed to provide you with the opportunity to select benefit options that best fit your lifestyle and personal choices.Health Insurance (Medical, Dental, Vision) Health Savings Account Flexible Spending (Medical and Dependent Care) Employer Paid Short and Long Term Disability Employer Paid 1x Life and AD&D (Supplemental available) 401(k) & Roth 401(k) Paid Time Off Paid Holidays Pregnancy and Parental Leave Military Leave Pay Commuter Assistance"	NA	"Commission"	2018-10-15	"Washington%2C+DC"	30
"https://www.indeed.com/viewjob?jk=e4f6e9e023a32ba3"	"Conflict Data Scientist"	"FREEDOM CONSULTING GROUP"	"3 reviews"	"Hello jobseeker! We are Freedom Consulting Group. Here, employees have the freedom to spread their creative wings. With a team of experienced leaders and top-tier talent, we ve worked hard to establish ourselves as the premier technology company serving the Intelligence Community. At Freedom, your brain is always in style. Category: Data Scientist Title: Conflict Data Scientist Location(s): Position Available in Washington DC Security Clearance: Secret Requirements: Immediate Opening Background This position is based in the United States Agency for International Development s (USAID) Bureau of Democracy, Conflict and Humanitarian Affairs (DCHA), in the Office of Conflict Management and Mitigation (CMM). DCHA/CMM provides technical advice and analysis that respond to the causes and consequences of conflict, fragility and violence to all parts of the Agency, other USG departments and agencies and international partners including other donors and civil society, with the objective of maximizing the effectiveness of conflict-sensitive development programs in this critical area. DCHA/CMM provides leadership on designing and implementing conflict-related programming through technical assistance to USAID field missions and other operating units, applied research and analysis, training and information dissemination, and donor engagement and coordination. The office links rigorous analysis to its assistance in strategy, program and activity design, and monitoring and evaluation, combining country and regional conflict assessments with practical guidance for program implementation. DCHA/CMM also spearheads the articulation of policy regarding the role of development vis-à-vis conflict, fragility and violence as well as the application of those policies within not only USAID but the interagency and the broader international community. In addition to providing direct field-based technical assistance, DCHA/CMM manages specialized grants, cooperative agreements, interagency agreements and contracts in support of country and regional programs. DCHA/CMM currently manages USAID s early warning processes related to conflict, instability and diagnostics related to fragility. This work also supports broader conversations in the US government. DCHA/CMM seeks a Data Scientist to support its current early warning work and, as USAID transforms, to adapt and evolve DCHA/CMM s early warning capacity. Responsibilities The Data Scientist is responsible for working with subject matter experts on conflict, fragility and violence to support and enhance CMM s capacity to provide early warning of conflict and instability, diagnose fragility and to integrate data and analysis into routine decision making. It is anticipated that the Data Scientist will support the launch and use of the final annual iteration of its current early warning tools and data, help develop an interim set of early warning tools drawing from available US government and public resources to replicate the uses of the current tool, and serve as a technical advisor in the effort to adapt and evolve DCHA/CMM s early warning system. Responsibilities will include: Technical Support and Analytical Services Apply data science techniques to support early warning on conflict and instability and diagnostics related to fragility and the relationship with international development challenges; Assist USAID subject matter experts with data science focused analytical thinking for improved planning, monitoring, evaluation, and reporting of programs in conflict-affected and fragile environments. Design, develop and deliver data analysis and visualization products to support DCHA/CMM s conflict, fragility and violence work, with an emphasis on early warning. Acquire, process, manage, and analyze data from a range of sources for improved decision making in the areas of conflict, fragility and violence; Collaborate with a team of interdisciplinary experts, particularly with USAID s GeoCenter, interagency partners and regional bureaus. Develop and manage an interim early warning tool in coordination with technical staff in DCHA/CMM. Strategic Planning, Support, and Capacity Building Serve as technical advisor on team responsible for adapting and evolving early warning tools; Provide consultation to non-technical audiences inside and outside USAID and develop and implement guidance on integrating data and analysis into work related to conflict, fragility and violence. Prepare concept papers, background analyses, and briefings to build support for the use of data analytics and data science techniques in early warning on conflict and instability, and the dynamics related to fragility. Participate in discussions among key USAID stakeholders to articulate a vision and plan for integrating data science into development work related to conflict, fragility and violence; Provide training and capacity building services to non-technical audiences on accessing, analyzing, and visualizing data. Skills and Capabilities The Data Scientist will demonstrate experience and expertise in the following technical areas: An advanced quantitative degree such as Statistics, Physics, Math, Computer Science, Economics, Engineering, or related technical field Strong quantitative background and experience in data collection, cleaning, processing and applied analysis and visualization using statistical software or programming languages (Python, Stata, SAS, R, SPSS, MATLAB, Tableau, PowerBI) Ability to produce compelling data visualization products using Adobe applications, such as Illustrator, Photoshop, and InDesign Ability to create interactive web-based products using HTML, CSS, and JavaScript Curious, self-motivated individual with excellent communications skills - must be able to distill highly technical quantitative methods into policy relevant snippets Experience translating statistical, regression and visualization results into briefing documents or presentations for senior leadership Experience working on data science as it pertains to conflict, fragility and violence within the foreign policy realm. Experience applying data science analytical techniques to foreign policy and programming. Ability to apply data science analytical techniques to problems and data sets spanning diverse sectors as agriculture, democracy & governance, economic growth, education, environment, and health Strategic project leadership: experience leading and facilitating projects through concept, iterative design and development, delivery, and ongoing support Strong interpersonal skills, and experience working across different offices and agencies. Education & Experience 4 years of experience or 2 years of experience with a Master s Degree Other Information Expected to perform short term technical assistance overseas Must be a U.S. Citizen Must be able to attain a Secret Level Security Clearance"	"16 days ago"	"character(0)"	2018-10-15	"Washington%2C+DC"	30
"https://www.indeed.com/viewjob?jk=4cdbab7a6bfa4228"	"Junior Data Scientist"	"Radiant Solutions"	"24 reviews"	"Responsibilities Radiant Solutions is growing and we are looking for motivated data evangelists who are passionate about delivering new and innovative solutions for our customers. The ideal candidate needs limited direction, is passionate about technology and is curious about earth sensing and the new space economy. We are seeking a data scientist for our applied modeling team. You will be applying the latest machine learning techniques to extract insights from geospatial data. You will have access to an enormous corpus of training data and will work to build the best models through bake-offs, hyperparameter searching, and incremental learning techniques. You will quantitatively assess model performance and document the overall life-cycle. You will work with other members of the data science and engineering teams to improve data science products and experiences. Additionally, you will be developing rapid prototype solutions as needed for the focused collection, parsing, managing, analyzing, and visualizing large sets of disparate data to extract meaningful insights.Qualifications 2-5 years experience designing, implementing, training, evaluating, and optimizing algorithms based on state-of-the-art machine learning techniques Experience with applying deep learning for computer vision and natural language processing. Experience with major deep learning framework such as Caffe, CNTK, Theano, Torch, and Tensorflow. TS/SCI with active poly #cjpost Overview Join our company whose purpose is to help national security and commercial organizations understand and navigate our changing planet. Radiant Solutions provides multi-source data collection, enrichment, and analytic capabilities that reveal unique geospatial information and insights where and when it matters most. No other company has such strong roots in geospatial with our level of scale and a strong commercial mindset. We are well known for delivering innovative capabilities across the entire geospatial intelligence value chain. Our combined team of over 1,000 aerospace engineers, geospatial analysts, weather and ocean experts, software developers, data scientists, and DevOps engineers apply disruptive technologies and our unique intellectual property to both national security and commercial problems. We offer an excellent comprehensive benefits package including medical, dental, life, and short/long-term disability insurance, vacation and sick leave, 401(k) retirement plan, flexible spending account, and tuition assistance. Radiant Solutions values diversity in the workplace and is an equal opportunity/affirmative action employer. All qualified applicants will receive consideration for employment without regard to sex, gender identity, sexual orientation, race, color, religion, national origin, disability, protected veteran status, age, or any other characteristic protected by law."	"11 days ago"	"character(0)"	2018-10-15	"Washington%2C+DC"	30
"https://www.indeed.com/viewjob?jk=5ab644126dcf4a5b"	"Data Visualization/Scientist - Jr."	"Sevatec, Inc."	"-"	"Overview Sevatec, Inc. is looking for a Data Visualization/Jr. Data Scientist to be responsible for creating various visualizations and reports. The candidate will also support the senior Data Scientist in modeling complex business problems, discovering new insights and identifying opportunities within the realm of immigration data using statistical, algorithmic, mining and visualization techniques. The Data Visualization/Jr. Data Scientist will work closely with clients, data stewards, project/program managers, and other IT teams to turn data into critical information and knowledge that can be used to make sound agency decisions. Responsibilities Provides business metrics using various data visualization tools for the USCIS to show improvements Prototype and evaluate data visualization tools Participate in the data discovery processes with stakeholders to identify the business requirements and the expected outcome. Models and frames business scenarios that are meaningful and which impact on critical business processes and/or decisions. Identifies what data is available and relevant, including internal and external data sources, leveraging new data collection processes, as appropriate. Develops innovative and effective approaches to solve client's analytics problems and communicates results and methodologies. Works in iterative processes (following Agile methodologies) with the client and validates findings. Qualifications Associates Degree preferably in mathematics, statistics or computer science or related field and/or 5 - 15 years total experience. Exposure to various statistical techniques The ability to come up with solutions to loosely defined business problems by leveraging pattern detection over potentially large datasets Experience with statistical programming tools (e.g. R) and packages (e.g. SAS) Strong communication and interpersonal skills. Desired Skills/Experience: Federal contracting experience, specifically DHS Related technical certifications Experience with Agile/Scrum. Security Clearance: US Citizenship is required along with the ability to obtain an Agency Suitability Clearance. EEO Statement: Sevatec is an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veteran status, or any other characteristic protected by law.\""	NA	"character(0)"	2018-10-15	"Washington%2C+DC"	30
"https://www.indeed.com/viewjob?jk=1b50e09309946480"	"Chief Data Scientist/Instructor"	"WithYouWithMe"	"-"	"Are you an expert in Data Analytics who is passionate about helping grow the industry? Do you want to help new and unique types of talent start a new Data Analyst career?WithYouWithMe is an emerging global company, which is helping solve unemployment and underemployment for veterans and other under-utilised groups.We are searching for an individual to help build our Data Analyst training course to help novices start a new data career. Our company is growing rapidly, and we’re looking for an individual who can help us change the shape of training and employment in the United States.We’re looking for the right candidate, with a can-do attitude and who is mission driven. You will be responsible for working with our WYWM Academy team to develop course content and make a big difference in people’s lives. All of our courses are online, so you will be charged with helping build a truly unique online training experience.Some of the specifics:Ultimately, we’re looking for an individual with experience working in Data Analytics who is looking for a new and different challenge. You will take your years of experience and help create a unique training course to help underutilised groups start a new career.Proven proficiency in Java programming.Working knowledge of Python.Experience with SQL and/or NoSQL databasesMachine learning background and skills highly desirable.An understanding of Learning Management Systems and developing and delivering unique content in new ways would also be beneficial.Most importantly, you must be open to doing things differently and delivering a training experience like no other!This is a full-time role as part of our WYWM Academy team in our Washington, D.C. office.WYWM’s head office is based in North Sydney, Australia, with additional offices in Brisbane, Canberra, and Washington D.C. You will work in a dynamic environment, with minimal waste, unlimited opportunities to grow and challenges to keep your creating juices flowing.Most importantly, you will use unique training to make a real change in people’s lives.With our mission to help underutilised groups reach their potential, WithYouWithMe encourages diverse candidates, including military veterans, to apply. Job Type: Full-timeExperience:Machine Learning: 1 year (Preferred)NoSQL: 1 year (Preferred)Python: 1 year (Preferred)SQL: 1 year (Preferred)Java: 1 year (Preferred)"	"6 days ago"	"character(0)"	2018-10-15	"Washington%2C+DC"	30
